"id","YearOfBirth","US_State","Education","Sex","PoliticalParty","Ideology","Condition","StartDate_T1T2","EndDate_T1T2","Duration_Total_T1T2","StartDate_T3","EndDate_T3","Duration_Total_T3","Duration_Filler_T1T2","Duration_Consensus_T1T2","Duration_Inoculation_T1T2","Duration_Misinfo_T3","AttentionCheck1_T1T2","AttentionCheck2_T3","Belief.T1","HumanCausation.T1","PSC.T1","Worry.T1","SupportForAction.T1","Belief.T2","HumanCausation.T2","PSC.T2","Worry.T2","SupportForAction.T2","Belief.T3","HumanCausation.T3","PSC.T3","Worry.T3","SupportForAction.T3","Complete","Consensus","Misinfo","Inoculation","PSC_Diff_T2T1","PSC_Diff_T3T2","PSC_Diff_T3T1","Belief_Diff_T2T1","Belief_Diff_T3T2","Belief_Diff_T3T1","HumanCausation_Diff_T2T1","HumanCausation_Diff_T3T2","HumanCausation_Diff_T3T1","Worry_Diff_T2T1","Worry_Diff_T3T2","Worry_Diff_T3T1","SupportForAction_Diff_T2T1","SupportForAction_Diff_T3T2","SupportForAction_Diff_T3T1","Education_Category","Age","Age_Category","Ideology_Category"
202,1961,"Texas","3","Female","Democrat",4,"Control","2019-06-23 17:59:51","2019-06-23 18:05:16",324,NA,NA,NA,51.762,NA,NA,NA,"blue",NA,4,4,90,2,4,2,4,90,2,4,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,-2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Some college",58,"50+","Moderate"
203,1947,"California","3","Male","Independent",4,"Balanced","2019-06-23 17:08:55","2019-06-23 17:14:05",310,"2019-07-01 12:14:01","2019-07-01 12:16:47",166,NA,19.695,NA,52.233,"blue","magenta",6,5,97,5,7,6,6,97,6,7,6,6,97,6,7,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,"Some college",72,"50+","Moderate"
204,1996,"California","2","Male","Democrat",5,"Control","2019-06-23 17:45:03","2019-06-23 17:47:27",143,NA,NA,NA,8.93,NA,NA,NA,"blue",NA,6,6,97,5,7,7,6,97,6,7,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,"High school graduate",23,"18-29","Conservative"
205,1990,"Florida","5","Female","Democrat",2,"Inoculation","2019-06-23 16:21:31","2019-06-23 16:25:38",246,"2019-07-01 17:52:49","2019-07-01 17:54:07",78,NA,NA,85.652,28.835,"blue","magenta",7,6,97,6,7,7,6,97,6,7,7,6,97,6,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Graduate degree",29,"18-29","Liberal"
206,1978,"California","5","Female","Democrat",3,"Consensus","2019-06-23 17:55:43","2019-06-23 17:58:40",176,"2019-07-01 16:26:13","2019-07-01 16:29:20",186,NA,7.411,NA,NA,"blue","magenta",7,5,92,6,6,7,5,97,6,6,7,6,90,6,6,1,1,0,0,5,-7,-2,0,0,0,0,1,1,0,0,0,0,0,0,"Graduate degree",41,"30-49","Liberal"
207,1966,"Vermont","4","Female","Republican",5,"Consensus","2019-06-23 17:46:56","2019-06-23 17:51:08",252,"2019-06-30 15:34:10","2019-06-30 15:36:38",147,NA,8.086,NA,NA,"blue","magenta",3,2,40,1,4,3,3,63,1,4,2,3,42,1,5,1,1,0,0,23,-21,2,0,-1,-1,1,0,1,0,0,0,0,1,1,"Undergraduate degree",53,"50+","Conservative"
208,1994,"New York","3","Male","Independent",4,"Consensus","2019-06-23 17:22:55","2019-06-23 17:27:46",291,"2019-06-30 16:53:58","2019-06-30 16:55:07",68,NA,6.991,NA,NA,"blue","magenta",6,6,85,6,7,7,7,97,6,7,7,6,91,6,6,1,1,0,0,12,-6,6,1,0,1,1,-1,0,0,0,0,0,-1,-1,"Some college",25,"18-29","Moderate"
209,1981,"Alabama","5","Female","Democrat",1,"Control","2019-06-23 17:17:44","2019-06-23 17:20:56",192,NA,NA,NA,16.464,NA,NA,NA,"blue",NA,7,6,98,7,7,7,6,98,7,7,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Graduate degree",38,"30-49","Liberal"
210,1984,"Kentucky","4","Female","Independent",2,"Consensus","2019-06-23 16:50:59","2019-06-23 16:53:51",172,"2019-07-01 01:28:23","2019-07-01 01:29:57",94,NA,8.156,NA,NA,"blue","magenta",7,6,80,6,7,7,6,97,6,7,7,6,96,6,7,1,1,0,0,17,-1,16,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",35,"30-49","Liberal"
211,1985,"Pennsylvania","2","Male","Independent",2,"Inoculation","2019-06-23 17:47:23","2019-06-23 17:52:08",284,"2019-06-30 18:23:58","2019-06-30 18:26:38",159,NA,NA,67.619,64.816,"blue","magenta",7,7,99,6,7,7,7,97,6,7,7,7,97,7,7,1,1,1,1,-2,0,-2,0,0,0,0,0,0,0,1,1,0,0,0,"High school graduate",34,"30-49","Liberal"
212,1979,"Florida","4","Male","Independent",4,"Inoculation","2019-06-23 17:36:24","2019-06-23 17:40:54",270,"2019-06-30 18:15:48","2019-06-30 18:18:01",133,NA,NA,42.159,27.627,"blue","magenta",7,6,100,4,7,7,7,97,4,7,7,6,97,5,7,1,1,1,1,-3,0,-3,0,0,0,1,-1,0,0,1,1,0,0,0,"Undergraduate degree",40,"30-49","Moderate"
213,1956,"Arkansas","3","Female","Independent",3,"Inoculation","2019-06-23 17:14:35","2019-06-23 17:18:12",217,"2019-06-30 19:14:15","2019-06-30 19:16:41",146,NA,NA,48.745,38.674,"blue","magenta",7,6,99,7,7,7,6,97,7,7,7,7,97,7,7,1,1,1,1,-2,0,-2,0,0,0,0,1,1,0,0,0,0,0,0,"Some college",63,"50+","Liberal"
214,1982,"Oregon","1","Male","Independent",2,"Balanced","2019-06-23 17:57:55","2019-06-23 18:01:42",226,"2019-06-30 16:31:25","2019-06-30 16:34:52",207,NA,6.239,NA,46.13,"blue","magenta",7,6,91,6,6,7,6,97,6,6,7,5,97,5,5,1,1,1,0,6,0,6,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,"Less than high school",37,"30-49","Liberal"
215,1965,"Texas","5","Male","Republican",5,"Consensus","2019-06-23 17:50:50","2019-06-23 17:55:38",287,"2019-06-30 20:21:14","2019-06-30 20:22:54",99,NA,7.701,NA,NA,"blue","magenta",6,7,95,5,4,6,7,97,5,4,6,7,90,5,4,1,1,0,0,2,-7,-5,0,0,0,0,0,0,0,0,0,0,0,0,"Graduate degree",54,"50+","Conservative"
216,1990,"California","4","Male","Independent",3,"Balanced","2019-06-23 17:21:27","2019-06-23 17:24:45",197,"2019-06-30 17:03:12","2019-06-30 17:07:29",257,NA,9.708,NA,93.536,"blue","magenta",7,6,95,7,7,7,6,97,7,7,7,6,97,7,7,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",29,"18-29","Liberal"
217,1991,"Florida","4","Male","Independent",3,"Inoculation","2019-06-23 17:22:50","2019-06-23 17:27:59",308,"2019-06-30 22:03:40","2019-06-30 22:06:42",182,NA,NA,86.171,83.215,"blue","magenta",6,5,83,5,6,6,6,97,6,6,6,6,97,6,6,1,1,1,1,14,0,14,0,0,0,1,0,1,1,0,1,0,0,0,"Undergraduate degree",28,"18-29","Liberal"
218,1981,"Florida","4","Female","Democrat",2,"Balanced","2019-06-23 17:11:15","2019-06-23 17:15:10",234,NA,NA,NA,NA,8.512,NA,NA,"blue",NA,7,6,85,6,6,7,6,85,6,6,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Undergraduate degree",38,"30-49","Liberal"
219,1973,"Oregon","4","Male","Republican",5,"Control","2019-06-23 17:01:16","2019-06-23 17:06:04",287,"2019-06-30 14:59:21","2019-06-30 15:00:27",66,12.979,NA,NA,NA,"blue","magenta",6,5,93,6,5,7,5,95,6,5,6,6,96,5,6,1,0,0,0,2,1,3,1,-1,0,0,1,1,0,-1,-1,0,1,1,"Undergraduate degree",46,"30-49","Conservative"
220,1982,"Virginia","3","Female","Independent",4,"Inoculation","2019-06-23 17:12:35","2019-06-23 17:17:00",264,"2019-06-30 13:56:41","2019-06-30 13:58:25",104,NA,NA,58.347,36.109,"blue","magenta",6,3,45,4,5,7,6,97,5,7,5,6,95,5,6,1,1,1,1,52,-2,50,1,-2,-1,3,0,3,1,0,1,2,-1,1,"Some college",37,"30-49","Moderate"
221,1979,"South Carolina","3","Female","Democrat",2,"Inoculation","2019-06-23 17:56:16","2019-06-23 18:00:12",235,"2019-06-30 14:44:31","2019-06-30 14:47:03",152,NA,NA,43.191,26.387,"blue","magenta",6,5,71,4,6,6,5,97,4,6,6,5,100,3,5,1,1,1,1,26,3,29,0,0,0,0,0,0,0,-1,-1,0,-1,-1,"Some college",40,"30-49","Liberal"
222,1981,"North Carolina","3","Female","Independent",1,"Inoculation","2019-06-23 16:54:40","2019-06-23 17:00:44",364,NA,NA,NA,NA,NA,100.163,NA,"blue",NA,7,7,100,7,7,7,7,97,7,7,NA,NA,NA,NA,NA,0,1,0,1,-3,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Some college",38,"30-49","Liberal"
223,1990,"South Carolina","4","Female","Democrat",1,"Control","2019-06-23 17:35:09","2019-06-23 17:39:30",260,"2019-07-01 16:12:13","2019-07-01 16:13:25",72,27.847,NA,NA,NA,"blue","magenta",7,7,99,7,7,7,7,99,7,7,7,7,90,7,7,1,0,0,0,0,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",29,"18-29","Liberal"
224,1988,"Pennsylvania","5","Female","Democrat",2,"Inoculation","2019-06-23 17:18:31","2019-06-23 17:21:05",154,NA,NA,NA,NA,NA,21.746,NA,"blue",NA,6,5,81,6,6,6,5,75,6,5,NA,NA,NA,NA,NA,0,1,0,1,-6,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-1,NA,NA,"Graduate degree",31,"30-49","Liberal"
225,1992,"South Carolina","3","Female","Democrat",1,"Control","2019-06-23 17:24:16","2019-06-23 17:26:35",138,"2019-06-30 15:29:34","2019-06-30 15:30:21",47,12.029,NA,NA,NA,"blue","magenta",7,6,99,7,7,7,6,99,7,7,7,6,99,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",27,"18-29","Liberal"
226,1995,"Ohio","3","Female","Independent",4,"Inoculation","2019-06-23 16:36:24","2019-06-23 16:45:47",562,NA,NA,NA,NA,NA,148.69,NA,"blue",NA,4,4,40,4,5,4,4,38,2,5,NA,NA,NA,NA,NA,0,1,0,1,-2,NA,NA,0,NA,NA,0,NA,NA,-2,NA,NA,0,NA,NA,"Some college",24,"18-29","Moderate"
227,1985,"Arkansas","4","Female","Democrat",2,"Consensus","2019-06-23 17:57:37","2019-06-23 18:02:27",289,"2019-06-30 16:20:40","2019-06-30 16:22:20",99,NA,42.543,NA,NA,"blue","magenta",6,5,93,6,7,6,6,97,6,7,6,6,95,5,5,1,1,0,0,4,-2,2,0,0,0,1,0,1,0,-1,-1,0,-2,-2,"Undergraduate degree",34,"30-49","Liberal"
228,1980,"Florida","5","Female","Democrat",1,"Consensus","2019-06-23 16:40:21","2019-06-23 16:43:41",199,NA,NA,NA,NA,7.005,NA,NA,"blue",NA,7,6,92,7,7,7,6,97,7,7,NA,NA,NA,NA,NA,0,1,0,0,5,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Graduate degree",39,"30-49","Liberal"
229,1967,"Utah","4","Male","Republican",7,"Consensus","2019-06-23 17:59:04","2019-06-23 18:02:29",204,"2019-06-30 17:48:36","2019-06-30 17:50:26",110,NA,7.658,NA,NA,"blue","magenta",6,5,54,5,5,6,5,54,5,5,5,5,55,5,5,1,1,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,"Undergraduate degree",52,"50+","Conservative"
230,1987,"Mississippi","2","Male","Democrat",2,"Control","2019-06-23 17:33:45","2019-06-23 17:37:25",220,"2019-06-30 14:01:49","2019-06-30 14:03:46",117,48.772,NA,NA,NA,"blue","magenta",7,6,75,6,7,7,6,75,7,7,7,6,64,6,6,1,0,0,0,0,-11,-11,0,0,0,0,0,0,1,-1,0,0,-1,-1,"High school graduate",32,"30-49","Liberal"
231,1984,"North Carolina","2","Male","Independent",6,"Consensus","2019-06-23 17:07:46","2019-06-23 17:11:58",251,"2019-06-30 15:57:03","2019-06-30 15:57:55",51,NA,6.372,NA,NA,"blue","magenta",6,6,80,5,6,7,7,97,5,6,6,6,84,5,6,1,1,0,0,17,-13,4,1,-1,0,1,-1,0,0,0,0,0,0,0,"High school graduate",35,"30-49","Conservative"
232,1992,"Florida","5","Female","Democrat",1,"Consensus","2019-06-23 17:18:22","2019-06-23 17:20:33",131,NA,NA,NA,NA,9.16,NA,NA,"blue",NA,7,7,95,7,7,7,7,97,7,7,NA,NA,NA,NA,NA,0,1,0,0,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Graduate degree",27,"18-29","Liberal"
233,1984,"Oregon","4","Female","Republican",4,"Inoculation","2019-06-23 17:07:50","2019-06-23 17:12:37",287,"2019-07-01 15:22:55","2019-07-01 15:25:39",164,NA,NA,78.932,55.372,"blue","magenta",5,4,96,4,6,6,5,97,4,6,7,5,97,5,6,1,1,1,1,1,0,1,1,1,2,1,0,1,0,1,1,0,0,0,"Undergraduate degree",35,"30-49","Moderate"
234,1954,"Washington","3","Female","Republican",7,"Inoculation","2019-06-23 17:59:02","2019-06-23 18:03:17",254,"2019-06-30 14:30:43","2019-06-30 14:34:41",238,NA,NA,70.392,58.8,"blue","magenta",5,1,30,1,1,5,1,50,1,1,5,1,70,1,1,1,1,1,1,20,20,40,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",65,"50+","Conservative"
235,1983,"New York","5","Male","Independent",3,"Inoculation","2019-06-23 17:29:17","2019-06-23 17:33:15",238,"2019-06-30 16:36:14","2019-06-30 16:37:41",87,NA,NA,138.007,46.801,"blue","magenta",7,7,99,7,7,7,7,97,7,7,7,7,99,7,7,1,1,1,1,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Graduate degree",36,"30-49","Liberal"
236,1988,"New York","4","Female","Independent",4,"Inoculation","2019-06-23 18:00:26","2019-06-23 18:10:23",596,"2019-06-30 15:46:11","2019-06-30 15:51:15",304,NA,NA,100.608,96.601,"blue","magenta",7,6,80,5,7,7,6,97,7,7,7,6,97,6,7,1,1,1,1,17,0,17,0,0,0,0,0,0,2,-1,1,0,0,0,"Undergraduate degree",31,"30-49","Moderate"
237,1953,"Texas","4","Male","Democrat",2,"Consensus","2019-06-23 17:52:30","2019-06-23 17:55:51",201,"2019-06-30 14:52:01","2019-06-30 14:55:00",178,NA,19.284,NA,NA,"blue","magenta",7,6,94,7,7,7,6,97,6,7,7,6,96,7,7,1,1,0,0,3,-1,2,0,0,0,0,0,0,-1,1,0,0,0,0,"Undergraduate degree",66,"50+","Liberal"
238,1988,"Florida","4","Male","Republican",6,"Consensus","2019-06-23 17:56:50","2019-06-23 17:59:28",158,"2019-07-01 01:31:04","2019-07-01 01:32:32",87,NA,6.072,NA,NA,"blue","magenta",7,6,93,7,7,7,7,97,7,7,7,7,99,7,7,1,1,0,0,4,2,6,0,0,0,1,0,1,0,0,0,0,0,0,"Undergraduate degree",31,"30-49","Conservative"
239,2001,"Ohio","3","Male","Independent",3,"Balanced","2019-06-23 16:46:31","2019-06-23 16:48:59",148,NA,NA,NA,NA,8.65,NA,NA,"blue",NA,7,6,90,5,7,7,6,97,5,6,NA,NA,NA,NA,NA,0,1,0,0,7,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-1,NA,NA,"Some college",18,"18-29","Liberal"
240,1990,"New York","4","Female","Other",2,"Inoculation","2019-06-23 17:49:05","2019-06-23 17:53:58",293,"2019-07-02 01:28:08","2019-07-02 01:31:15",187,NA,NA,64.902,59.588,"blue","magenta",7,7,90,6,7,7,7,97,7,7,7,7,97,6,6,1,1,1,1,7,0,7,0,0,0,0,0,0,1,-1,0,0,-1,-1,"Undergraduate degree",29,"18-29","Liberal"
241,1991,"Arkansas","4","Female","Democrat",3,"Control","2019-06-23 16:49:54","2019-06-23 16:55:30",335,NA,NA,NA,27.671,NA,NA,NA,"blue",NA,7,5,80,6,6,7,5,80,6,6,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Undergraduate degree",28,"18-29","Liberal"
242,1998,"Pennsylvania","2","Male","Democrat",5,"Consensus","2019-06-23 18:04:00","2019-06-23 18:06:09",129,"2019-06-30 14:48:10","2019-06-30 14:49:03",52,NA,6.477,NA,NA,"blue","magenta",6,5,98,6,7,6,5,97,6,7,7,5,97,6,7,1,1,0,0,-1,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,"High school graduate",21,"18-29","Conservative"
243,1946,"Oregon","3","Female","Republican",4,"Balanced","2019-06-23 16:30:58","2019-06-23 16:38:20",442,"2019-06-30 17:18:04","2019-06-30 17:24:52",408,NA,20.061,NA,206.344,"blue","magenta",7,6,81,7,7,7,6,97,7,7,4,4,97,5,4,1,1,1,0,16,0,16,0,-3,-3,0,-2,-2,0,-2,-2,0,-3,-3,"Some college",73,"50+","Moderate"
244,1960,"Florida","3","Female","Democrat",2,"Control","2019-06-23 16:30:42","2019-06-23 16:34:49",246,"2019-06-30 14:30:18","2019-06-30 14:32:56",158,23.984,NA,NA,NA,"blue","magenta",7,6,65,7,7,7,6,65,7,7,7,6,65,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",59,"50+","Liberal"
245,1997,"Louisiana","3","Female","Democrat",3,"Inoculation","2019-06-23 16:29:04","2019-06-23 16:33:30",265,"2019-06-30 15:24:40","2019-06-30 15:26:46",125,NA,NA,40.764,37.83,"blue","magenta",6,5,90,5,6,6,5,97,5,6,6,5,90,5,6,1,1,1,1,7,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",22,"18-29","Liberal"
246,1987,"Florida","4","Female","Democrat",3,"Balanced","2019-06-23 18:04:51","2019-06-23 18:09:35",284,"2019-06-30 15:54:23","2019-06-30 15:56:29",126,NA,12.296,NA,30.755,"blue","magenta",7,6,80,6,6,7,6,97,7,6,7,6,62,6,6,1,1,1,0,17,-35,-18,0,0,0,0,0,0,1,-1,0,0,0,0,"Undergraduate degree",32,"30-49","Liberal"
247,1992,"Delaware","3","Female","Other",4,"Control","2019-06-23 16:22:54","2019-06-23 16:30:45",470,"2019-06-30 15:18:53","2019-06-30 15:21:53",180,34.348,NA,NA,NA,"blue","magenta",5,6,90,6,6,6,6,90,6,6,6,6,85,5,6,1,0,0,0,0,-5,-5,1,0,1,0,0,0,0,-1,-1,0,0,0,"Some college",27,"18-29","Moderate"
248,1996,"Maryland","4","Male","Democrat",3,"Consensus","2019-06-23 17:07:35","2019-06-23 17:10:03",148,NA,NA,NA,NA,8.467,NA,NA,"blue",NA,7,6,98,6,7,7,6,97,6,7,NA,NA,NA,NA,NA,0,1,0,0,-1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Undergraduate degree",23,"18-29","Liberal"
249,1975,"Minnesota","2","Male","Independent",4,"Inoculation","2019-06-23 17:37:58","2019-06-23 17:41:56",238,"2019-06-30 15:30:22","2019-06-30 15:32:16",113,NA,NA,66.486,28.526,"blue","magenta",6,6,75,5,5,6,6,97,5,5,6,5,95,5,5,1,1,1,1,22,-2,20,0,0,0,0,-1,-1,0,0,0,0,0,0,"High school graduate",44,"30-49","Moderate"
250,1982,"New Jersey","4","Female","Independent",1,"Control","2019-06-23 17:09:33","2019-06-23 17:16:23",410,"2019-06-30 14:42:25","2019-06-30 14:43:29",63,45.35,NA,NA,NA,"blue","magenta",5,5,88,5,6,5,5,88,5,6,5,5,75,5,6,1,0,0,0,0,-13,-13,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",37,"30-49","Liberal"
251,1992,"Texas","3","Female","Independent",3,"Inoculation","2019-06-23 18:01:02","2019-06-23 18:13:28",746,"2019-07-01 15:30:09","2019-07-01 15:33:02",173,NA,NA,43.508,67.063,"blue","magenta",7,6,65,6,7,7,7,97,6,7,7,7,97,6,7,1,1,1,1,32,0,32,0,0,0,1,0,1,0,0,0,0,0,0,"Some college",27,"18-29","Liberal"
252,1992,"Washington","3","Male","Other",4,"Inoculation","2019-06-23 17:39:03","2019-06-23 17:49:03",599,"2019-06-30 13:38:13","2019-06-30 13:40:31",137,NA,NA,241.844,48.833,"blue","magenta",4,5,77,5,7,5,5,91,5,7,4,4,74,5,7,1,1,1,1,14,-17,-3,1,-1,0,0,-1,-1,0,0,0,0,0,0,"Some college",27,"18-29","Moderate"
253,1963,"Ohio","2","Male","Republican",6,"Consensus","2019-06-23 17:59:45","2019-06-23 18:07:59",494,"2019-06-30 16:08:05","2019-06-30 16:13:07",302,NA,17.676,NA,NA,"blue","magenta",6,6,81,5,7,6,6,91,6,6,6,5,86,6,7,1,1,0,0,10,-5,5,0,0,0,0,-1,-1,1,0,1,-1,1,0,"High school graduate",56,"50+","Conservative"
254,1959,"Texas","2","Male","Republican",5,"Inoculation","2019-06-23 18:00:21","2019-06-23 18:07:33",432,"2019-06-30 12:58:16","2019-06-30 13:02:19",243,NA,NA,55.592,81.341,"blue","magenta",7,5,64,5,7,7,6,97,6,7,7,4,50,5,4,1,1,1,1,33,-47,-14,0,0,0,1,-2,-1,1,-1,0,0,-3,-3,"High school graduate",60,"50+","Conservative"
255,1982,"Indiana","4","Female","Republican",7,"Inoculation","2019-06-23 17:46:29","2019-06-23 17:49:40",191,"2019-06-30 21:01:27","2019-06-30 21:03:06",98,NA,NA,50.146,28.318,"blue","magenta",6,3,81,5,7,6,5,97,5,6,6,6,65,5,6,1,1,1,1,16,-32,-16,0,0,0,2,1,3,0,0,0,-1,0,-1,"Undergraduate degree",37,"30-49","Conservative"
256,1986,"Texas","3","Female","Democrat",4,"Consensus","2019-06-23 17:36:42","2019-06-23 17:43:31",408,"2019-06-30 12:20:28","2019-06-30 12:23:44",196,NA,10.681,NA,NA,"blue","magenta",7,7,98,7,7,7,7,97,7,7,7,7,97,7,7,1,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",33,"30-49","Moderate"
257,1983,"Texas","4","Male","Democrat",1,"Inoculation","2019-06-23 17:03:12","2019-06-23 17:06:02",170,NA,NA,NA,NA,NA,32.296,NA,"blue",NA,7,7,100,7,6,7,7,100,7,7,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,"Undergraduate degree",36,"30-49","Liberal"
258,1982,"Michigan","4","Male","Independent",3,"Inoculation","2019-06-23 17:22:47","2019-06-23 17:26:41",233,"2019-06-30 15:19:34","2019-06-30 15:22:07",153,NA,NA,50.321,56.372,"blue","magenta",5,5,74,4,5,5,5,95,4,5,5,5,94,5,5,1,1,1,1,21,-1,20,0,0,0,0,0,0,0,1,1,0,0,0,"Undergraduate degree",37,"30-49","Liberal"
259,1993,"Michigan","4","Male","Democrat",2,"Consensus","2019-06-23 17:46:07","2019-06-23 17:48:24",137,"2019-07-01 20:02:11","2019-07-01 20:02:58",46,NA,6.131,NA,NA,"blue","magenta",7,5,70,6,6,7,6,97,6,6,7,6,80,6,6,1,1,0,0,27,-17,10,0,0,0,1,0,1,0,0,0,0,0,0,"Undergraduate degree",26,"18-29","Liberal"
260,1991,"California","4","Female","Republican",5,"Consensus","2019-06-23 17:12:13","2019-06-23 17:14:07",113,"2019-06-30 20:03:10","2019-06-30 20:03:50",40,NA,5.822,NA,NA,"blue","magenta",4,5,60,5,5,4,5,60,4,4,4,4,50,4,4,1,1,0,0,0,-10,-10,0,0,0,0,-1,-1,-1,0,-1,-1,0,-1,"Undergraduate degree",28,"18-29","Conservative"
261,1983,"Florida","4","Male","Independent",1,"Consensus","2019-06-23 18:00:05","2019-06-23 18:10:24",619,"2019-06-30 15:25:25","2019-06-30 15:26:39",74,NA,5.925,NA,NA,"blue","magenta",7,7,97,7,7,7,7,97,7,7,7,7,95,7,7,1,1,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",36,"30-49","Liberal"
262,1984,"New Hampshire","4","Male","Democrat",1,"Consensus","2019-06-23 17:44:17","2019-06-23 17:47:19",182,"2019-06-30 21:02:57","2019-06-30 21:04:51",114,NA,7.814,NA,NA,"blue","magenta",7,7,99,7,7,7,7,97,7,7,7,7,97,6,7,1,1,0,0,-2,0,-2,0,0,0,0,0,0,0,-1,-1,0,0,0,"Undergraduate degree",35,"30-49","Liberal"
263,1988,"New York","5","Female","Independent",3,"Inoculation","2019-06-23 17:34:13","2019-06-23 17:37:37",203,"2019-06-30 12:48:16","2019-06-30 12:50:50",154,NA,NA,31.814,43.592,"blue","magenta",6,6,55,5,7,6,6,97,6,6,6,4,35,6,6,1,1,1,1,42,-62,-20,0,0,0,0,-2,-2,1,0,1,-1,0,-1,"Graduate degree",31,"30-49","Liberal"
264,1998,"Florida","3","Female","Democrat",1,"Consensus","2019-06-23 17:17:04","2019-06-23 17:20:04",179,"2019-06-30 21:58:51","2019-06-30 22:00:20",89,NA,6.174,NA,NA,"blue","magenta",7,7,97,6,7,7,7,97,6,7,7,7,97,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,"Some college",21,"18-29","Liberal"
265,1990,"New Jersey","4","Male","Independent",4,"Inoculation","2019-06-23 17:25:21","2019-06-23 17:29:53",271,"2019-06-30 17:12:45","2019-06-30 17:14:29",103,NA,NA,57.339,36.364,"blue","magenta",7,4,50,7,7,7,4,50,7,7,7,7,100,7,7,1,1,1,1,0,50,50,0,0,0,0,3,3,0,0,0,0,0,0,"Undergraduate degree",29,"18-29","Moderate"
266,1993,"Texas","3","Male","Other",4,"Control","2019-06-23 17:10:14","2019-06-23 17:12:09",114,"2019-06-30 16:20:21","2019-06-30 16:22:31",129,11.552,NA,NA,NA,"blue","magenta",6,4,94,5,6,5,4,94,5,5,4,4,94,5,5,1,0,0,0,0,0,0,-1,-1,-2,0,0,0,0,0,0,-1,0,-1,"Some college",26,"18-29","Moderate"
267,1973,"North Carolina","4","Male","Independent",3,"Control","2019-06-23 17:33:39","2019-06-23 17:41:53",494,"2019-07-01 15:26:21","2019-07-01 15:32:39",378,26.794,NA,NA,NA,"blue","magenta",7,5,90,6,7,7,5,90,6,7,7,5,91,7,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,"Undergraduate degree",46,"30-49","Liberal"
268,1973,"Pennsylvania","4","Female","Democrat",2,"Inoculation","2019-06-23 17:54:35","2019-06-23 18:02:11",455,"2019-06-30 15:18:54","2019-06-30 15:21:20",145,NA,NA,116.374,47.775,"blue","magenta",7,6,92,7,7,7,6,97,7,7,7,6,97,7,7,1,1,1,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",46,"30-49","Liberal"
269,1993,"Michigan","3","Male","Independent",4,"Balanced","2019-06-23 17:34:22","2019-06-23 17:36:51",148,"2019-06-30 20:04:49","2019-06-30 20:06:43",113,NA,6.455,NA,33.198,"blue","magenta",7,6,97,6,6,7,6,97,6,6,6,6,97,5,5,1,1,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,0,-1,-1,"Some college",26,"18-29","Moderate"
